노선번호,노선명,노선별정류장순번,정류장번호,정류장명,LOCALX,LOCALY,데이터기준일
250000100,1,1,250026520 ,한림성심대학교,127.7551 ,37.8984 ,2020-04-21
250000100,1,2,250001755 ,강원중학교,127.7558 ,37.8951 ,2020-04-21
250000100,1,3,250026778 ,장학교차로,127.7556 ,37.8939 ,2020-04-21
250000100,1,4,250026830 ,장학부영A,127.7527 ,37.8964 ,2020-04-21
250000100,1,5,250001211 ,후평동종점,127.7487 ,37.8932 ,2020-04-21
250000100,1,6,250001377 ,춘천기계공고,127.7490 ,37.8911 ,2020-04-21
250000100,1,7,250001873 ,정부합동청사,127.7493 ,37.8889 ,2020-04-21
250000100,1,8,250001505 ,동광오거리,127.7495 ,37.8853 ,2020-04-21
250000100,1,9,250001277 ,후평환승센터,127.7486 ,37.8835 ,2020-04-21
250000100,1,10,250001295 ,포스코더샵A,127.7485 ,37.8816 ,2020-04-21
250000100,1,11,250001786 ,충인교회,127.7500 ,37.8795 ,2020-04-21
250000100,1,12,250001853 ,일성트루엘A,127.7485 ,37.8775 ,2020-04-21
250000100,1,13,250002238 ,푸른언덕공원,127.7455 ,37.8762 ,2020-04-21
250000100,1,14,250001750 ,강원대학병원,127.7429 ,37.8747 ,2020-04-21
250000100,1,15,250001678 ,춘천청소년수련관,127.7410 ,37.8744 ,2020-04-21
250000100,1,16,250001230 ,중부지구대,127.7379 ,37.8758 ,2020-04-21
250000100,1,17,250001545 ,동부시장,127.7343 ,37.8766 ,2020-04-21
250000100,1,18,250001914 ,육림고개,127.7307 ,37.8772 ,2020-04-21
250000100,1,19,250002077 ,명동입구,127.7287 ,37.8796 ,2020-04-21
250000100,1,20,250002029 ,명동입구,127.7267 ,37.8797 ,2020-04-21
250000100,1,21,250001848 ,중앙시장/중앙초교,127.7250 ,37.8784 ,2020-04-21
250000100,1,22,250001202 ,중앙시장환승센터,127.7231 ,37.8771 ,2020-04-21
250000100,1,23,250001349 ,춘천시보건소,127.7208 ,37.8762 ,2020-04-21
250000100,1,24,250001353 ,춘천중학교,127.7177 ,37.8753 ,2020-04-21
250000100,1,25,250001350 ,엘타워/미소지움,127.7170 ,37.8740 ,2020-04-21
250000100,1,26,250001986 ,미소지움/방송대,127.7201 ,37.8733 ,2020-04-21
250000100,1,27,250002027 ,모아엘가A,127.7231 ,37.8721 ,2020-04-21
250000100,1,28,250001626 ,남부시장,127.7260 ,37.8706 ,2020-04-21
250000100,1,29,250026603 ,수협,127.7279 ,37.8697 ,2020-04-21
250000100,1,30,250002023 ,양우A,127.7305 ,37.8683 ,2020-04-21
250000100,1,31,250002239 ,춘천지방법원,127.7341 ,37.8661 ,2020-04-21
250000100,1,32,250001751 ,춘천사회혁신센터,127.7363 ,37.8642 ,2020-04-21
250000100,1,33,250002136 ,석사A,127.7390 ,37.8628 ,2020-04-21
250000100,1,34,250002148 ,석사4거리,127.7433 ,37.8612 ,2020-04-21
250000100,1,35,250002147 ,석사교회,127.7448 ,37.8596 ,2020-04-21
250000100,1,36,250001386 ,교육대학교,127.7471 ,37.8572 ,2020-04-21
250000100,1,37,250002016 ,여성가족연구원,127.7487 ,37.8558 ,2020-04-21
250000100,1,38,250002138 ,석사삼익A,127.7510 ,37.8531 ,2020-04-21
250000100,1,39,250002145 ,석사극동A,127.7527 ,37.8510 ,2020-04-21
250000100,1,40,250001273 ,장애인종합복지관,127.7555 ,37.8470 ,2020-04-21
250000100,1,41,250001354 ,학곡2리,127.7587 ,37.8401 ,2020-04-21
250000100,1,42,250001282 ,학곡리종점,127.7603 ,37.8349 ,2020-04-21
250000100,1,43,250001167 ,원창고개입구,127.7631 ,37.8323 ,2020-04-21
250000100,1,44,250027094 ,춘천자원,127.7640 ,37.8279 ,2020-04-21
250000100,1,45,250026776 ,학곡리,127.7631 ,37.8228 ,2020-04-21
250000100,1,46,250027084 ,학곡리,127.7635 ,37.8227 ,2020-04-21
250000100,1,47,250026772 ,사암4리,127.7641 ,37.8237 ,2020-04-21
250000100,1,48,250027095 ,춘천자원,127.7641 ,37.8283 ,2020-04-21
250000100,1,49,250001166 ,학곡리,127.7632 ,37.8324 ,2020-04-21
250000100,1,50,250001283 ,학곡리종점,127.7604 ,37.8350 ,2020-04-21
250000100,1,51,250001355 ,학곡2리,127.7588 ,37.8402 ,2020-04-21
250000100,1,52,250001274 ,장애인종합복지관,127.7553 ,37.8474 ,2020-04-21
250000100,1,53,250002146 ,석사극동A,127.7528 ,37.8512 ,2020-04-21
250000100,1,54,250002139 ,초록지붕A,127.7512 ,37.8532 ,2020-04-21
250000100,1,55,250001527 ,로데오거리,127.7505 ,37.8542 ,2020-04-21
250000100,1,56,250002015 ,여성가족연구원,127.7485 ,37.8561 ,2020-04-21
250000100,1,57,250001385 ,교육대학교,127.7464 ,37.8582 ,2020-04-21
250000100,1,58,250002140 ,석사사거리,127.7451 ,37.8595 ,2020-04-21
250000100,1,59,250001546 ,동보A,127.7422 ,37.8618 ,2020-04-21
250000100,1,60,250002137 ,석사A,127.7393 ,37.8629 ,2020-04-21
250000100,1,61,250001752 ,병무청앞,127.7351 ,37.8655 ,2020-04-21
250000100,1,62,250002024 ,양우A,127.7315 ,37.8680 ,2020-04-21
250000100,1,63,250001276 ,한국토지주택공사,127.7292 ,37.8693 ,2020-04-21
250000100,1,64,250001627 ,남부시장,127.7275 ,37.8701 ,2020-04-21
250000100,1,65,250002028 ,모아엘가A,127.7236 ,37.8721 ,2020-04-21
250000100,1,66,250001987 ,방송통신대입구,127.7212 ,37.8733 ,2020-04-21
250000100,1,67,250001351 ,춘천중학교정문,127.7181 ,37.8740 ,2020-04-21
250000100,1,68,250001352 ,춘천중학교,127.7172 ,37.8749 ,2020-04-21
250000100,1,69,250001348 ,춘천초등학교,127.7210 ,37.8761 ,2020-04-21
250000100,1,70,250001847 ,중앙시장환승센터,127.7242 ,37.8775 ,2020-04-21
250000100,1,71,250001498 ,명동입구,127.7263 ,37.8791 ,2020-04-21
250000100,1,72,250002076 ,명동입구,127.7291 ,37.8787 ,2020-04-21
250000100,1,73,250001913 ,육림고개,127.7304 ,37.8772 ,2020-04-21
250000100,1,74,250001544 ,동부시장,127.7335 ,37.8763 ,2020-04-21
250000100,1,75,250001229 ,중부지구대,127.7383 ,37.8754 ,2020-04-21
250000100,1,76,250001677 ,춘천청소년수련관,127.7414 ,37.8740 ,2020-04-21
250000100,1,77,250001749 ,강원대학병원,127.7431 ,37.8748 ,2020-04-21
250000100,1,78,250002237 ,푸른언덕공원,127.7463 ,37.8764 ,2020-04-21
250000100,1,79,250001205 ,후평중학교,127.7484 ,37.8773 ,2020-04-21
250000100,1,80,250001785 ,신한은행후평동지점,127.7504 ,37.8793 ,2020-04-21
250000100,1,81,250001292 ,포스코더샵A,127.7495 ,37.8806 ,2020-04-21
250000100,1,82,250001278 ,후평환승센터,127.7489 ,37.8835 ,2020-04-21
250000100,1,83,250001506 ,동광오거리,127.7495 ,37.8847 ,2020-04-21
250000100,1,84,250001874 ,정부합동청사,127.7497 ,37.8884 ,2020-04-21
250000100,1,85,250001378 ,기계공고,127.7492 ,37.8915 ,2020-04-21
250000100,1,86,250001212 ,후평동종점,127.7489 ,37.8938 ,2020-04-21
250000100,1,87,250026831 ,장학LH1단지,127.7526 ,37.8964 ,2020-04-21
250000100,1,88,250001756 ,강원고교,127.7559 ,37.8951 ,2020-04-21
250000100,1,89,250026521 ,한림성심대학교,127.7552 ,37.8984 ,2020-04-21
250000200,2,1,250026520 ,한림성심대학교,127.7551 ,37.8984 ,2020-04-21
250000200,2,2,250001755 ,강원중학교,127.7558 ,37.8951 ,2020-04-21
250000200,2,3,250026778 ,장학교차로,127.7556 ,37.8939 ,2020-04-21
250000200,2,4,250001754 ,강동농협장학지점,127.7532 ,37.8918 ,2020-04-21
250000200,2,5,250026617 ,공단입구,127.7499 ,37.8910 ,2020-04-21
250000200,2,6,250001563 ,도민일보,127.7449 ,37.8905 ,2020-04-21
250000200,2,7,250001540 ,동산A,127.7421 ,37.8892 ,2020-04-21
250000200,2,8,250002229 ,봉의A,127.7449 ,37.8868 ,2020-04-21
250000200,2,9,250002124 ,세경3차,127.7442 ,37.8848 ,2020-04-21
250000200,2,10,250001547 ,동보빌리지,127.7411 ,37.8837 ,2020-04-21
250000200,2,11,250002127 ,한림대학교,127.7383 ,37.8835 ,2020-04-21
250000200,2,12,250001262 ,향교,127.7347 ,37.8815 ,2020-04-21
250000200,2,13,250001358 ,춘천시청별관,127.7326 ,37.8816 ,2020-04-21
250000200,2,14,250026768 ,e편한세상,127.7261 ,37.8843 ,2020-04-21
250000200,2,15,250001372 ,춘천농협,127.7234 ,37.8845 ,2020-04-21
250000200,2,16,250001886 ,소양로우체국,127.7262 ,37.8811 ,2020-04-21
250000200,2,17,250002029 ,명동입구,127.7267 ,37.8797 ,2020-04-21
250000200,2,18,250001848 ,중앙시장/중앙초교,127.7250 ,37.8784 ,2020-04-21
250000200,2,19,250001202 ,중앙시장환승센터,127.7231 ,37.8771 ,2020-04-21
250000200,2,20,250001349 ,춘천시보건소,127.7208 ,37.8762 ,2020-04-21
250000200,2,21,250001353 ,춘천중학교,127.7177 ,37.8753 ,2020-04-21
250000200,2,22,250001350 ,엘타워/미소지움,127.7170 ,37.8740 ,2020-04-21
250000200,2,23,250001986 ,미소지움/방송대,127.7201 ,37.8733 ,2020-04-21
250000200,2,24,250027092 ,온누리공원앞,127.7198 ,37.8684 ,2020-04-21
250000200,2,25,250002081 ,시외버스터미널,127.7198 ,37.8641 ,2020-04-21
250000200,2,26,250001903 ,은행나무공원,127.7197 ,37.8620 ,2020-04-21
250000200,2,27,250001621 ,남춘천중학교,127.7214 ,37.8606 ,2020-04-21
250000200,2,28,250001307 ,한진한성,127.7231 ,37.8595 ,2020-04-21
250000200,2,29,250001306 ,퇴계현대1차,127.7264 ,37.8579 ,2020-04-21
250000200,2,30,250001326 ,퇴계동입구,127.7276 ,37.8593 ,2020-04-21
250000200,2,31,250001921 ,유승한내들,127.7311 ,37.8619 ,2020-04-21
250000200,2,32,250026583 ,휴먼시아2차,127.7330 ,37.8607 ,2020-04-21
250000200,2,33,250001322 ,퇴계주공2차,127.7371 ,37.8584 ,2020-04-21
250000200,2,34,250002132 ,봄내초등학교,127.7417 ,37.8564 ,2020-04-21
250000200,2,35,250001321 ,퇴계주공3.4차,127.7444 ,37.8557 ,2020-04-21
250000200,2,36,250001172 ,로데오거리,127.7483 ,37.8551 ,2020-04-21
250000200,2,37,250002138 ,석사삼익A,127.7510 ,37.8531 ,2020-04-21
250000200,2,38,250002145 ,석사극동A,127.7527 ,37.8510 ,2020-04-21
250000200,2,39,250026846 ,태백교,127.7535 ,37.8487 ,2020-04-21
250000200,2,40,250026660 ,스무숲입구,127.7487 ,37.8506 ,2020-04-21
250000200,2,41,250002018 ,현진에버빌1차,127.7474 ,37.8503 ,2020-04-21
250000200,2,42,250026661 ,춘천고용복지센터,127.7447 ,37.8515 ,2020-04-21
250000200,2,43,250002086 ,시립요양원입구,127.7500 ,37.8506 ,2020-04-21
250000200,2,44,250002146 ,석사극동A,127.7528 ,37.8512 ,2020-04-21
250000200,2,45,250002139 ,초록지붕A,127.7512 ,37.8532 ,2020-04-21
250000200,2,46,250001320 ,퇴계주공3.4차,127.7447 ,37.8558 ,2020-04-21
250000200,2,47,250002131 ,봄내초교,127.7420 ,37.8566 ,2020-04-21
250000200,2,48,250026599 ,석사교사거리,127.7397 ,37.8574 ,2020-04-21
250000200,2,49,250001323 ,퇴계주공1차,127.7370 ,37.8587 ,2020-04-21
250000200,2,50,250026584 ,휴먼시아1차,127.7332 ,37.8609 ,2020-04-21
250000200,2,51,250001922 ,유승한내들,127.7314 ,37.8619 ,2020-04-21
250000200,2,52,250001327 ,남부초교,127.7274 ,37.8593 ,2020-04-21
250000200,2,53,250001305 ,퇴계현대1차,127.7250 ,37.8586 ,2020-04-21
250000200,2,54,250001324 ,퇴계우체국,127.7233 ,37.8596 ,2020-04-21
250000200,2,55,250001620 ,남춘천초교,127.7219 ,37.8604 ,2020-04-21
250000200,2,56,250001902 ,열린공원,127.7205 ,37.8615 ,2020-04-21
250000200,2,57,250002080 ,시외버스터미널,127.7199 ,37.8637 ,2020-04-21
250000200,2,58,250027091 ,온의동푸르지오,127.7198 ,37.8686 ,2020-04-21
250000200,2,59,250027093 ,방송통신대앞,127.7207 ,37.8719 ,2020-04-21
250000200,2,60,250001351 ,춘천중학교정문,127.7181 ,37.8740 ,2020-04-21
250000200,2,61,250001352 ,춘천중학교,127.7172 ,37.8749 ,2020-04-21
250000200,2,62,250001348 ,춘천초등학교,127.7210 ,37.8761 ,2020-04-21
250000200,2,63,250001847 ,중앙시장환승센터,127.7242 ,37.8775 ,2020-04-21
250000200,2,64,250001849 ,중앙시장,127.7255 ,37.8785 ,2020-04-21
250000200,2,65,250001885 ,인성병원,127.7266 ,37.8811 ,2020-04-21
250000200,2,66,250001371 ,춘천농협,127.7233 ,37.8837 ,2020-04-21
250000200,2,67,250026767 ,한신휴플러스,127.7259 ,37.8842 ,2020-04-21
250000200,2,68,250001359 ,춘천시청별관,127.7329 ,37.8815 ,2020-04-21
250000200,2,69,250001263 ,향교,127.7351 ,37.8818 ,2020-04-21
250000200,2,70,250001275 ,한림대학교,127.7373 ,37.8832 ,2020-04-21
250000200,2,71,250001548 ,동보빌리지,127.7413 ,37.8836 ,2020-04-21
250000200,2,72,250002125 ,세경3차,127.7437 ,37.8845 ,2020-04-21
250000200,2,73,250001686 ,농협후석로지점,127.7458 ,37.8862 ,2020-04-21
250000200,2,74,250002230 ,봉의A,127.7441 ,37.8877 ,2020-04-21
250000200,2,75,250001541 ,소방서,127.7425 ,37.8891 ,2020-04-21
250000200,2,76,250001564 ,도민일보,127.7430 ,37.8902 ,2020-04-21
250000200,2,77,250001375 ,기계공고,127.7462 ,37.8905 ,2020-04-21
250000200,2,78,250026618 ,공단입구,127.7500 ,37.8909 ,2020-04-21
250000200,2,79,250001753 ,강동농협장학지점,127.7535 ,37.8917 ,2020-04-21
250000200,2,80,250001756 ,강원고교,127.7559 ,37.8951 ,2020-04-21
250000200,2,81,250026521 ,한림성심대학교,127.7552 ,37.8984 ,2020-04-21
250000201,2-S,1,250026520 ,한림성심대학교,127.7551 ,37.8984 ,2020-04-21
250000201,2-S,2,250001755 ,강원중학교,127.7558 ,37.8951 ,2020-04-21
250000201,2-S,3,250026778 ,장학교차로,127.7556 ,37.8939 ,2020-04-21
250000201,2-S,4,250001754 ,강동농협장학지점,127.7532 ,37.8918 ,2020-04-21
250000201,2-S,5,250026617 ,공단입구,127.7499 ,37.8910 ,2020-04-21
250000201,2-S,6,250001563 ,도민일보,127.7449 ,37.8905 ,2020-04-21
250000201,2-S,7,250001540 ,동산A,127.7421 ,37.8892 ,2020-04-21
250000201,2-S,8,250002229 ,봉의A,127.7449 ,37.8868 ,2020-04-21
250000201,2-S,9,250002124 ,세경3차,127.7442 ,37.8848 ,2020-04-21
250000201,2-S,10,250001547 ,동보빌리지,127.7411 ,37.8837 ,2020-04-21
250000201,2-S,11,250002127 ,한림대학교,127.7383 ,37.8835 ,2020-04-21
250000201,2-S,12,250001262 ,향교,127.7347 ,37.8815 ,2020-04-21
250000201,2-S,13,250001358 ,춘천시청별관,127.7326 ,37.8816 ,2020-04-21
250000201,2-S,14,250026768 ,e편한세상,127.7261 ,37.8843 ,2020-04-21
250000201,2-S,15,250001372 ,춘천농협,127.7234 ,37.8845 ,2020-04-21
250000201,2-S,16,250001886 ,소양로우체국,127.7262 ,37.8811 ,2020-04-21
250000201,2-S,17,250002029 ,명동입구,127.7267 ,37.8797 ,2020-04-21
250000201,2-S,18,250001848 ,중앙시장/중앙초교,127.7250 ,37.8784 ,2020-04-21
250000201,2-S,19,250001202 ,중앙시장환승센터,127.7231 ,37.8771 ,2020-04-21
250000201,2-S,20,250001349 ,춘천시보건소,127.7208 ,37.8762 ,2020-04-21
250000201,2-S,21,250001353 ,춘천중학교,127.7177 ,37.8753 ,2020-04-21
250000201,2-S,22,250001350 ,엘타워/미소지움,127.7170 ,37.8740 ,2020-04-21
250000201,2-S,23,250001986 ,미소지움/방송대,127.7201 ,37.8733 ,2020-04-21
250000201,2-S,24,250027092 ,온누리공원앞,127.7198 ,37.8684 ,2020-04-21
250000201,2-S,25,250002081 ,시외버스터미널,127.7198 ,37.8641 ,2020-04-21
250000201,2-S,26,250001903 ,은행나무공원,127.7197 ,37.8620 ,2020-04-21
250000201,2-S,27,250001621 ,남춘천중학교,127.7214 ,37.8606 ,2020-04-21
250000201,2-S,28,250001307 ,한진한성,127.7231 ,37.8595 ,2020-04-21
250000201,2-S,29,250001306 ,퇴계현대1차,127.7264 ,37.8579 ,2020-04-21
250000201,2-S,30,250001326 ,퇴계동입구,127.7276 ,37.8593 ,2020-04-21
250000201,2-S,31,250001921 ,유승한내들,127.7311 ,37.8619 ,2020-04-21
250000201,2-S,32,250026583 ,휴먼시아2차,127.7330 ,37.8607 ,2020-04-21
250000201,2-S,33,250001322 ,퇴계주공2차,127.7371 ,37.8584 ,2020-04-21
250000201,2-S,34,250002132 ,봄내초등학교,127.7417 ,37.8564 ,2020-04-21
250000201,2-S,35,250001321 ,퇴계주공3.4차,127.7444 ,37.8557 ,2020-04-21
250000201,2-S,36,250001172 ,로데오거리,127.7483 ,37.8551 ,2020-04-21
250000201,2-S,37,250002138 ,석사삼익A,127.7510 ,37.8531 ,2020-04-21
250000201,2-S,38,250002145 ,석사극동A,127.7527 ,37.8510 ,2020-04-21
250000201,2-S,39,250026846 ,태백교,127.7535 ,37.8487 ,2020-04-21
250000201,2-S,40,250026660 ,스무숲입구,127.7487 ,37.8506 ,2020-04-21
250000201,2-S,41,250002018 ,현진에버빌1차,127.7474 ,37.8503 ,2020-04-21
250000201,2-S,42,250026661 ,춘천고용복지센터,127.7447 ,37.8515 ,2020-04-21
250000201,2-S,43,250002086 ,시립요양원입구,127.7500 ,37.8506 ,2020-04-21
250000201,2-S,44,250002146 ,석사극동A,127.7528 ,37.8512 ,2020-04-21
250000201,2-S,45,250002139 ,초록지붕A,127.7512 ,37.8532 ,2020-04-21
250000201,2-S,46,250001320 ,퇴계주공3.4차,127.7447 ,37.8558 ,2020-04-21
250000201,2-S,47,250002131 ,봄내초교,127.7420 ,37.8566 ,2020-04-21
250000201,2-S,48,250026599 ,석사교사거리,127.7397 ,37.8574 ,2020-04-21
250000201,2-S,49,250001323 ,퇴계주공1차,127.7370 ,37.8587 ,2020-04-21
250000201,2-S,50,250026584 ,휴먼시아1차,127.7332 ,37.8609 ,2020-04-21
250000201,2-S,51,250001922 ,유승한내들,127.7314 ,37.8619 ,2020-04-21
250000201,2-S,52,250001327 ,남부초교,127.7274 ,37.8593 ,2020-04-21
250000201,2-S,53,250001305 ,퇴계현대1차,127.7250 ,37.8586 ,2020-04-21
250000201,2-S,54,250001324 ,퇴계우체국,127.7233 ,37.8596 ,2020-04-21
250000201,2-S,55,250001620 ,남춘천초교,127.7219 ,37.8604 ,2020-04-21
250000201,2-S,56,250001902 ,열린공원,127.7205 ,37.8615 ,2020-04-21
250000201,2-S,57,250002080 ,시외버스터미널,127.7199 ,37.8637 ,2020-04-21
250000201,2-S,58,250027091 ,온의동푸르지오,127.7198 ,37.8686 ,2020-04-21
250000201,2-S,59,250027093 ,방송통신대앞,127.7207 ,37.8719 ,2020-04-21
250000201,2-S,60,250001351 ,춘천중학교정문,127.7181 ,37.8740 ,2020-04-21
250000201,2-S,61,250001352 ,춘천중학교,127.7172 ,37.8749 ,2020-04-21
250000201,2-S,62,250001348 ,춘천초등학교,127.7210 ,37.8761 ,2020-04-21
250000201,2-S,63,250001847 ,중앙시장환승센터,127.7242 ,37.8775 ,2020-04-21
250000201,2-S,64,250001849 ,중앙시장,127.7255 ,37.8785 ,2020-04-21
250000201,2-S,65,250001885 ,인성병원,127.7266 ,37.8811 ,2020-04-21
250000201,2-S,66,250001371 ,춘천농협,127.7233 ,37.8837 ,2020-04-21
250000201,2-S,67,250026767 ,한신휴플러스,127.7259 ,37.8842 ,2020-04-21
250000201,2-S,68,250001359 ,춘천시청별관,127.7329 ,37.8815 ,2020-04-21
250000201,2-S,69,250001263 ,향교,127.7351 ,37.8818 ,2020-04-21
250000201,2-S,70,250001275 ,한림대학교,127.7373 ,37.8832 ,2020-04-21
250000201,2-S,71,250001548 ,동보빌리지,127.7413 ,37.8836 ,2020-04-21
250000201,2-S,72,250002125 ,세경3차,127.7437 ,37.8845 ,2020-04-21
250000201,2-S,73,250001686 ,농협후석로지점,127.7458 ,37.8862 ,2020-04-21
250000201,2-S,74,250002230 ,봉의A,127.7441 ,37.8877 ,2020-04-21
250000201,2-S,75,250001541 ,소방서,127.7425 ,37.8891 ,2020-04-21
250000201,2-S,76,250001564 ,도민일보,127.7430 ,37.8902 ,2020-04-21
250000201,2-S,77,250001375 ,기계공고,127.7462 ,37.8905 ,2020-04-21
250000201,2-S,78,250026618 ,공단입구,127.7500 ,37.8909 ,2020-04-21
250000201,2-S,79,250001753 ,강동농협장학지점,127.7535 ,37.8917 ,2020-04-21
250000201,2-S,80,250001756 ,강원고교,127.7559 ,37.8951 ,2020-04-21
250000201,2-S,81,250026921 ,춘천여고앞,127.7616 ,37.8860 ,2020-04-21
250000300,3,1,250001211 ,후평동종점,127.7487 ,37.8932 ,2020-04-21
250000300,3,2,250001377 ,춘천기계공고,127.7490 ,37.8911 ,2020-04-21
250000300,3,3,250001873 ,정부합동청사,127.7493 ,37.8889 ,2020-04-21
250000300,3,4,250026642 ,강원도시가스,127.7482 ,37.8861 ,2020-04-21
250000300,3,5,250001685 ,신성교회,127.7468 ,37.8851 ,2020-04-21
250000300,3,6,250001332 ,토우시장,127.7477 ,37.8831 ,2020-04-21
250000300,3,7,250001293 ,포스코후문,127.7468 ,37.8817 ,2020-04-21
250000300,3,8,250001336 ,크로바A,127.7441 ,37.8805 ,2020-04-21
250000300,3,9,250002227 ,봉의중학교,127.7415 ,37.8793 ,2020-04-21
250000300,3,10,250001658 ,교동초교입구,127.7381 ,37.8778 ,2020-04-21
250000300,3,11,250001545 ,동부시장,127.7343 ,37.8766 ,2020-04-21
250000300,3,12,250001914 ,육림고개,127.7307 ,37.8772 ,2020-04-21
250000300,3,13,250002077 ,명동입구,127.7287 ,37.8796 ,2020-04-21
250000300,3,14,250002029 ,명동입구,127.7267 ,37.8797 ,2020-04-21
250000300,3,15,250001848 ,중앙시장/중앙초교,127.7250 ,37.8784 ,2020-04-21
250000300,3,16,250001202 ,중앙시장환승센터,127.7231 ,37.8771 ,2020-04-21
250000300,3,17,250001349 ,춘천시보건소,127.7208 ,37.8762 ,2020-04-21
250000300,3,18,250001353 ,춘천중학교,127.7177 ,37.8753 ,2020-04-21
250000300,3,19,250001684 ,공지사거리,127.7146 ,37.8743 ,2020-04-21
250000300,3,20,250001862 ,조각공원,127.7139 ,37.8731 ,2020-04-21
250000300,3,21,250001989 ,온의금호1차,127.7158 ,37.8687 ,2020-04-21
250000300,3,22,250001985 ,럭키A,127.7182 ,37.8666 ,2020-04-21
250000300,3,23,250002081 ,시외버스터미널,127.7198 ,37.8641 ,2020-04-21
250000300,3,24,250001903 ,은행나무공원,127.7197 ,37.8620 ,2020-04-21
250000300,3,25,250001621 ,남춘천중학교,127.7214 ,37.8606 ,2020-04-21
250000300,3,26,250001307 ,한진한성,127.7231 ,37.8595 ,2020-04-21
250000300,3,27,250001306 ,퇴계현대1차,127.7264 ,37.8579 ,2020-04-21
250000300,3,28,250001326 ,퇴계동입구,127.7276 ,37.8593 ,2020-04-21
250000300,3,29,250001325 ,퇴계우성A,127.7302 ,37.8600 ,2020-04-21
250000300,3,30,250026588 ,퇴계환승센터,127.7353 ,37.8572 ,2020-04-21
250000300,3,31,250001846 ,중앙하이츠1차,127.7367 ,37.8545 ,2020-04-21
250000300,3,32,250026543 ,홈플러스,127.7352 ,37.8508 ,2020-04-21
250000300,3,33,250001330 ,퇴계금호A,127.7388 ,37.8491 ,2020-04-21
250000300,3,34,250001316 ,퇴계주공6차,127.7410 ,37.8512 ,2020-04-21
250000300,3,35,250001315 ,퇴계주공6차,127.7416 ,37.8514 ,2020-04-21
250000300,3,36,250026661 ,춘천고용복지센터,127.7447 ,37.8515 ,2020-04-21
250000300,3,37,250026660 ,스무숲입구,127.7487 ,37.8506 ,2020-04-21
250000300,3,38,250002018 ,현진에버빌1차,127.7474 ,37.8503 ,2020-04-21
250000300,3,39,250002017 ,퇴계주공6단지,127.7430 ,37.8512 ,2020-04-21
250000300,3,40,250001314 ,퇴계주공6차A,127.7408 ,37.8512 ,2020-04-21
250000300,3,41,250001310 ,퇴계한주A,127.7390 ,37.8492 ,2020-04-21
250000300,3,42,250001309 ,홈플러스,127.7354 ,37.8509 ,2020-04-21
250000300,3,43,250001843 ,중앙하이츠1차,127.7373 ,37.8546 ,2020-04-21
250000300,3,44,250026587 ,퇴계환승센터,127.7346 ,37.8579 ,2020-04-21
250000300,3,45,250001171 ,퇴계우성A,127.7311 ,37.8598 ,2020-04-21
250000300,3,46,250001327 ,남부초교,127.7274 ,37.8593 ,2020-04-21
250000300,3,47,250001305 ,퇴계현대1차,127.7250 ,37.8586 ,2020-04-21
250000300,3,48,250001324 ,퇴계우체국,127.7233 ,37.8596 ,2020-04-21
250000300,3,49,250001620 ,남춘천초교,127.7219 ,37.8604 ,2020-04-21
250000300,3,50,250001902 ,열린공원,127.7205 ,37.8615 ,2020-04-21
250000300,3,51,250002080 ,시외버스터미널,127.7199 ,37.8637 ,2020-04-21
250000300,3,52,250001759 ,춘천우체국,127.7201 ,37.8659 ,2020-04-21
250000300,3,53,250001984 ,풍물시장,127.7174 ,37.8673 ,2020-04-21
250000300,3,54,250001988 ,온의금호1차,127.7161 ,37.8689 ,2020-04-21
250000300,3,55,250001683 ,공지천사거리,127.7147 ,37.8742 ,2020-04-21
250000300,3,56,250001352 ,춘천중학교,127.7172 ,37.8749 ,2020-04-21
250000300,3,57,250001348 ,춘천초등학교,127.7210 ,37.8761 ,2020-04-21
250000300,3,58,250001847 ,중앙시장환승센터,127.7242 ,37.8775 ,2020-04-21
250000300,3,59,250001498 ,명동입구,127.7263 ,37.8791 ,2020-04-21
250000300,3,60,250002076 ,명동입구,127.7291 ,37.8787 ,2020-04-21
250000300,3,61,250001913 ,육림고개,127.7304 ,37.8772 ,2020-04-21
250000300,3,62,250001544 ,동부시장,127.7335 ,37.8763 ,2020-04-21
250000300,3,63,250001659 ,교동초교입구,127.7377 ,37.8774 ,2020-04-21
250000300,3,64,250002228 ,봉의중학교,127.7416 ,37.8792 ,2020-04-21
250000300,3,65,250001337 ,크로바A,127.7450 ,37.8807 ,2020-04-21
250000300,3,66,250001294 ,포스코후문,127.7470 ,37.8816 ,2020-04-21
250000300,3,67,250001331 ,토우시장,127.7474 ,37.8843 ,2020-04-21
250000300,3,68,250026643 ,강원도시가스,127.7479 ,37.8859 ,2020-04-21
250000300,3,69,250001874 ,정부합동청사,127.7497 ,37.8884 ,2020-04-21
250000300,3,70,250001378 ,기계공고,127.7492 ,37.8915 ,2020-04-21
250000300,3,71,250001212 ,후평동종점,127.7489 ,37.8938 ,2020-04-21
250000301,3-S,1,250001211 ,후평동종점,127.7487 ,37.8932 ,2020-04-21
250000301,3-S,2,250001377 ,춘천기계공고,127.7490 ,37.8911 ,2020-04-21
250000301,3-S,3,250001873 ,정부합동청사,127.7493 ,37.8889 ,2020-04-21
250000301,3-S,4,250026642 ,강원도시가스,127.7482 ,37.8861 ,2020-04-21
250000301,3-S,5,250001685 ,신성교회,127.7468 ,37.8851 ,2020-04-21
250000301,3-S,6,250001332 ,토우시장,127.7477 ,37.8831 ,2020-04-21
